AGE,INCTOT
68,24500
65,4300
70,31900
64,4200
45,67800
20,1700
37,31000
38,3000
75,11800
59,19800
59,26100
19,22000
70,7800
63,24500
73,3300
70,17700
74,33100
34,44700
71,29200
51,10200
41,940
89,11550
57,5500
35,1600
34,100
62,650
33,41000
34,4400
56,61800
48,46000
73,5900
78,16400
69,23200
65,78600
76,28400
56,1600
82,28200
51,52900
49,14400
23,7400
24,14000
60,40400
61,800
67,47600
38,40700
39,25500
37,58000
62,34500
59,16200
64,13350
62,14300
45,11500
55,5600
50,7700
84,13600
86,1000
51,57200
47,17100
56,69000
28,15800
48,90000
61,50800
62,79000
80,8000
80,23400
37,18910
35,17620
53,73000
60,7500
30,9710
81,10800
17,4430
60,50950
58,36950
50,45620
45,8640
52,7700
79,15600
69,28500
65,38000
55,41000
47,25500
43,55000
74,14600
50,2150
60,1900
65,4600
93,15100
79,9700
59,41000
34,4700
67,37120
64,1320
41,10400
76,31600
23,15600
71,88200
69,24100
50,99000
62,11700
66,71000
65,17400
59,18600
60,10200
46,66000
74,26200
66,16300
44,22100
73,25700
73,17960
74,22100
80,9200
85,10200
69,18000
70,37460
53,14000
57,17300
63,35300
61,21100
85,9600
93,9960
24,9800
88,9000
68,34500
79,23400
73,11600
41,2240
52,40900
16,1300
59,35200
79,8650
42,65000
42,3600
43,4800
74,24900
74,17400
58,29500
51,39500
83,11000
43,31000
18,22500
93,12680
50,980
72,9100
17,4500
36,22100
31,16000
51,42300
75,23700
42,34600
50,10030
65,28100
68,9900
37,13400
64,48240
44,2340
31,35800
74,58700
50,29120
55,31800
69,53300
65,49100
55,8900
22,16204
22,18910
64,22120
62,15970
72,46900
77,7120
71,7500
81,37270
68,12900
19,30000
22,17000
59,5200
68,14970
71,6600
37,17300
71,75000
59,60070
55,3100
62,21300
32,21900
50,22000
23,22100
33,1000
20,16200
62,3500
50,15700
38,2400
66,27800
68,25200
68,22500
72,22200
54,46000
65,40400
41,6600
49,26800
50,77700
31,40000
31,26300
49,23500
69,14800
20,30000
49,72060
49,3100
36,17800
49,18700
36,430
16,960
85,24000
71,105000
40,75000
57,74120
69,95804
63,6400
51,5500
40,35500
80,23300
73,19220
35,28500
65,20300
69,16300
84,4300
61,15090
42,7500
56,94700
56,37100
25,1900
19,61000
76,70600
75,7700
53,56000
55,39200
89,53200
61,63500
62,13600
79,26600
77,19100
81,15500
72,29000
45,28900
38,14900
52,7520
41,82500
37,31700
15,5100
15,1550
41,17300
62,14100
44,52000
34,20800
42,20500
62,20000
66,28700
25,26090
41,21500
64,22300
76,36100
54,100000
24,10300
68,68900
71,19200
39,46000
46,1500
64,94700
67,39400
62,23270
55,14400
18,730
79,8000
69,13200
36,33000
41,90000
71,67800
63,41900
62,38000
66,23100
72,5100
71,8200
71,33560
46,12700
23,18004
74,71900
87,65900
49,36400
76,4400
80,43000
61,27900
44,930
53,29500
22,19200
44,17300
38,16700
44,3500
68,13500
88,8650
15,700
40,62000
45,19800
87,15000
76,27200
62,24500
25,33600
29,8400
27,16600
46,6100
33,42900
37,1000
74,10700
26,80000
48,79000
48,27040
63,51600
48,6800
40,41400
83,20000
44,31520
36,8700
81,9300
54,26600
40,80000
74,23000
88,12500
82,18500
72,38500
34,54000
69,15740
39,32000
81,11100
73,3900
29,1700
51,1500
89,15200
79,14500
68,35200
63,39210
59,26900
40,32600
61,22290
60,41000
43,44500
71,39400
72,4700
73,5000
63,29500
31,23100
72,15900
49,25200
40,47000
76,6000
54,41100
51,36150
46,34400
22,7100
80,14600
75,5800
73,34400
38,48000
66,12100
74,21300
72,44500
25,6500
27,460
27,3500
64,43900
44,8700
54,7800
68,22700
65,28500
76,23800
68,32100
52,58000
78,38000
72,20
72,39000
64,70600
63,13400
60,97000
87,4900
61,28500
46,600
51,23000
38,41200
62,45000
62,37600
65,28300
72,44950
19,5300
21,9300
45,3100
54,21000
66,17400
21,8790
21,19000
40,26300
72,8000
57,54200
64,36800
64,4440
34,25500
66,93000
68,1900
52,13600
47,24240
45,840
35,44100
32,11700
66,20600
75,5400
79,18050
79,13400
73,66100
61,16500
81,17300
82,10100
65,22100
68,12800
82,5700
72,36000
75,12000
78,12400
37,14400
40,101000
78,7600
80,24600
48,2300
43,100000
59,20500
63,28500
27,13100
62,9120
17,390
48,31300
55,19900
26,13500
33,46470
36,32404
21,8600
55,10200
56,18000
52,23700
55,43670
55,38400
64,1270
56,13900
88,5000
62,3200
22,12400
65,4200
82,33870
76,4200
65,29000
68,72000
29,33000
74,11400
49,31500
65,39000
62,480
57,27700
39,80000
19,7500
74,27300
80,28500
77,36400
59,9200
74,9600
71,4400
57,25170
68,57000
89,1400
67,14400
70,7600
25,4900
20,12500
62,62000
44,60900
44,32130
81,73300
80,1900
43,26800
46,7100
64,8600
41,31500
35,13100
66,20500
73,21600
34,20200
38,6200
53,22460
20,13300
74,20600
70,5000
80,8050
65,36600
31,1400
54,28900
23,19500
21,14000
54,14000
39,1600
25,11100
40,10800
82,20100
61,25300
30,43000
26,7600
87,8600
36,94000
36,4
40,29410
43,39400
87,6000
38,26380
66,27500
70,10300
59,27500
56,2200
85,8900
63,22200
46,19650
51,72000
93,9600
70,40300
55,18700
54,7500
50,3200
63,53900
62,6600
48,76500
69,56400
49,14000
50,53190
77,16700
52,10900
31,58000
60,17000
36,52000
48,7610
57,26900
57,8700
68,70000
68,3900
57,54400
48,65000
47,47000
76,20000
93,6800
86,61300
44,25990
52,8600
66,28060
74,31300
69,6500
66,33800
43,1400
85,27900
77,24100
66,13000
57,17200
66,19100
64,54100
74,38000
46,870
69,6730
51,45800
51,20300
82,40
73,40
64,14500
35,6100
75,49000
73,2400
42,29600
46,80000
37,20520
69,35150
43,72000
63,40100
61,4300
64,48000
35,41300
24,21000
66,40600
55,37500
77,18100
68,15500
28,16900
53,11300
75,18400
69,11500
66,16800
58,51000
83,15900
70,8100
60,8500
59,44300
53,31500
31,23000
38,49300
86,7600
55,81400
51,6500
66,39100
64,5880
52,105000
40,7900
36,9130
32,10500
70,9000
75,43700
70,48000
70,3300
75,18200
73,20900
57,28000
72,8350
37,36000
84,7800
52,15500
54,6800
47,13200
73,22600
66,7900
19,50
70,3000
54,28950
53,39300
44,9100
66,7500
65,18000
64,23000
77,10000
84,17000
72,21300
31,2000
75,6400
52,35200
82,12000
93,24100
19,10100
60,12400
63,8600
63,36800
46,20700
78,8400
79,10400
75,47100
71,2100
37,12300
56,39300
89,34900
55,18000
73,68400
46,10800
74,10100
80,12600
71,17500
68,18800
40,22900
70,31100
81,12900
61,25400
81,13850
86,10500
33,4700
68,77000
73,15000
76,10290
71,4800
43,8800
68,22400
76,16500
84,42200
73,33100
63,22000
50,4100
20,10080
19,1700
27,8600
24,33800
77,29850
58,39700
58,39300
57,38000
77,7500
71,32500
67,33100
81,19700
72,5800
72,19000
78,58700
70,6300
76,5500
79,6500
72,9700
51,35100
54,9170
70,35700
61,15400
73,16400
58,4100
41,40400
31,24550
74,15600
32,32400
65,13200
54,5800
30,21800
26,980
56,25800
54,9440
84,11700
50,44400
34,3200
47,26800
36,38000
28,39200
36,450
77,33900
61,35800
54,19000
57,28500
42,1100
77,14500
71,32200
49,6400
28,19200
73,55700
75,8700
77,78500
82,22000
64,34000
75,51400
76,15200
36,34500
73,46300
74,2800
89,19600
49,22800
48,43900
45,5900
61,47300
21,1410
65,14500
62,4500
58,26000
48,9400
57,14100
73,15060
58,1000
73,10100
56,610
48,20800
72,15100
74,5100
17,120
77,7300
66,62200
88,8300
86,61000
81,23300
26,21300
29,1800
81,5900
76,22300
47,11810
24,14400
64,11100
83,16700
93,15000
87,4000
65,41500
57,5400
74,10200
83,40000
70,11094
27,35520
23,26600
70,44300
69,32400
69,8900
59,15700
80,3500
68,30300
47,32900
72,33000
74,4900
26,28600
30,23400
74,34000
51,75000
39,41000
71,16800
66,5620
22,10010
82,35600
52,33000
43,12010
25,13500
65,14100
80,10000
67,32900
66,9640
35,5400
69,10440
71,37400
77,19700
74,16100
26,21000
26,10600
68,4400
85,28900
45,34200
65,41020
70,4300
75,11200
78,6900
67,21490
63,8000
81,14000
65,83500
60,51600
64,46000
16,650
17,60
32,39000
78,16200
60,94940
52,5200
61,32900
88,24300
45,4500
28,20300
76,29500
75,22900
43,27700
50,31500
60,13670
68,9000
76,30600
67,5300
51,36500
71,11000
40,15500
59,30500
30,21000
25,14600
66,18680
31,23600
33,2630
29,30600
32,16330
63,9000
18,1700
21,3600
65,36000
86,12000
58,44190
70,49900
70,34000
36,1100
71,5200
23,12400
50,24800
83,12400
89,11810
80,10200
43,17300
41,14100
18,1900
66,38800
61,8200
71,42500
80,7900
27,2400
31,65000
67,72000
67,36300
88,9750
45,9800
54,63400
38,9000
73,22200
52,86000
51,46800
62,5540
34,82500
46,15700
52,43100
49,24500
19,6400
19,7600
65,28400
72,11400
42,10200
49,15600
85,6700
71,61800
73,6600
75,19000
47,20700
58,34000
73,14300
37,20100
79,11500
48,32900
21,23100
34,25100
62,15500
81,4900
64,28900
50,6620
24,4800
66,34350
68,3300
33,42600
71,27100
33,3840
86,28300
84,40610
70,10500
68,13200
72,24000
69,37100
68,17100
68,4380
36,43000
59,14600
27,9600
81,40
74,12700
52,24400
75,24900
40,68000
38,57200
17,8200
16,23300
53,17570
52,23370
41,100000
40,5500
72,24600
47,30600
43,23500
43,48600
63,68300
46,21700
76,27100
65,1000
70,40600
15,8000
40,37900
30,28700
69,25700
75,18000
70,14500
80,22100
70,8200
63,37300
41,22100
70,23100
77,14400
69,31500
73,49000
80,16000
43,5400
23,3200
21,8700
19,830
73,11200
42,26080
70,61000
72,98600
64,12500
65,65400
63,49300
76,12080
43,24000
77,15800
46,7000
16,5850
64,27000
37,3000
65,19600
38,30120
36,65000
73,66700
50,29300
19,4600
18,26200
43,4700
30,16600
33,3700
49,47900
59,47900
58,18600
64,16000
71,32000
68,50300
54,870
43,83200
69,22400
55,57000
55,89000
79,25000
78,11750
53,6500
40,36050
25,800
80,16900
73,8800
62,1700
32,19400
69,26500
66,57600
31,24500
86,18000
58,58400
49,54060
83,21900
72,12400
27,6200
38,10300
70,11000
41,34000
36,17500
15,3000
72,34500
84,23600
17,10000
41,8800
32,70000
93,18500
24,24300
23,18200
45,19500
69,24600
77,7100
73,46200
66,34000
27,13500
68,62200
59,31200
50,54600
48,35300
28,41000
78,12800
82,4700
74,19700
49,42120
42,12800
87,40600
66,26830
47,37500
47,18500
53,19300
82,11600
66,22500
65,34900
69,10100
49,93000
44,45300
43,12300
37,1800
21,27500
29,18900
57,3100
58,41500
59,27250
70,15000
68,53200
66,29190
37,15000
40,8600
40,11300
43,5100
46,28800
20,6700
81,18900
68,42800
64,1200
51,27000
15,4500
75,9730
63,30800
54,1200
29,59000
29,31700
39,13500
85,24700
79,4700
58,29180
56,24600
75,46600
77,25200
84,20400
66,49600
72,20600
71,4900
23,15100
38,20300
61,39750
56,7700
47,60000
62,28000
47,53250
57,16200
55,4700
82,18100
79,4500
76,32500
72,18300
67,20300
60,70800
68,51700
58,26150
51,16700
82,7700
76,3400
27,15300
80,22400
41,54000
40,17600
70,12400
52,25200
64,11700
79,10800
79,19910
31,32900
88,6300
52,15700
41,17100
54,29800
76,2100
83,9830
85,27100
62,51900
57,4000
62,13100
57,6500
42,46100
40,2000
69,16900
38,13500
15,6500
73,9800
20,2300
84,16700
83,10800
75,53500
74,22800
74,64200
76,10600
64,44400
80,8600
63,8500
21,16500
47,10100
54,24200
80,32300
80,4000
79,15400
67,30260
19,9500
33,13500
48,40090
66,9000
69,16600
16,13000
85,8000
76,17100
76,53200
64,17900
70,7900
48,6600
42,24500
46,15600
42,23500
34,72000
71,11200
82,14600
80,17000
81,25600
34,15600
86,11300
56,19100
63,52000
54,17700
55,47770
38,19800
43,860
40,10500
58,14600
56,101000
43,29500
44,26500
43,32300
42,9900
37,23800
32,1200
53,20800
45,76000
39,1000
64,27700
53,70010
35,27800
33,12400
49,38500
63,24400
40,68500
60,3000
85,19900
84,76700
50,700
17,920
21,4000
75,32000
45,14700
82,12300
53,41600
52,15400
68,23300
46,5400
81,7800
77,14180
79,7500
73,11500
82,7800
22,3800
77,9000
60,45700
53,36200
78,7090
51,45480
64,25000
29,35000
80,10600
44,19600
26,14730
45,80000
49,6800
25,17600
38,39300
48,80000
54,72980
57,20100
19,13400
39,6500
39,105000
15,320
40,77410
37,9440
76,86700
69,4800
77,15600
47,52000
42,210
43,41300
45,55000
52,9500
69,17700
26,47000
60,23500
76,66000
73,23900
77,31800
57,21200
82,39400
27,31000
77,25500
77,63000
68,36200
48,17000
55,10430
23,450
19,11700
63,7900
53,27400
59,22400
54,6600
54,1900
68,104000
63,30500
50,7500
51,10900
71,64700
72,7600
58,19510
70,16800
48,45600
75,38800
73,12400
71,24900
64,14400
58,15600
57,5200
40,25990
62,14130
67,20200
68,16400
72,74000
43,66000
78,21500
67,5600
43,15500
49,26200
76,40600
75,3900
33,19990
72,12200
81,30000
69,40000
68,41600
58,11890
58,42000
53,44830
53,15440
35,30800
69,38600
76,18900
23,3600
66,35000
86,1100
57,7300
17,450
54,49950
31,25500
75,29700
45,1700
77,16050
81,17200
45,55900
45,29100
76,23796
61,16660
28,36700
21,62000
51,14400
77,58000
73,14100
74,4300
25,24500
39,20500
72,38200
64,5700
78,12900
69,61000
50,5800
66,15004
66,4700
31,14100
65,31400
64,13800
67,45200
64,9500
36,6200
27,22000
54,24030
15,10
88,7200
51,33700
57,47400
70,38000
72,4000
79,19600
31,3600
32,13270
38,31400
81,10500
79,13100
79,18000
66,30700
60,21200
73,37200
52,15100
36,75000
56,40380
76,7800
78,4800
73,22000
68,30000
66,47800
41,9700
64,99004
87,7000
84,18600
77,19300
61,6300
51,104000
45,4300
85,12000
78,20100
55,39600
62,42600
21,17400
68,8200
55,44600
70,40750
74,13900
47,50100
57,4500
43,15900
49,21190
17,7700
76,12680
53,40300
85,23600
67,38000
51,104600
51,50010
49,43010
46,29500
30,2000
30,420
24,800
31,12600
93,27000
72,17600
27,32600
47,69200
44,8500
37,37500
73,50900
79,14200
78,17700
79,20090
72,13700
63,17600
60,39900
77,11000
77,9100
40,46300
55,62050
54,18100
38,20600
63,26000
42,97000
46,48800
30,40010
65,47100
62,520
49,68000
50,12800
73,19400
50,24200
78,15000
45,85100
16,610
26,24100
58,4700
71,18000
52,10120
31,32050
71,38000
52,18000
60,29030
82,10500
83,13000
71,22800
66,9200
51,24400
48,5300
71,30200
36,48000
45,16570
19,9100
61,6450
33,7900
44,42600
46,38600
87,45000
72,27200
38,20800
85,10700
50,17300
55,54300
46,19900
60,20400
46,13500
30,14400
32,17700
34,9700
42,15400
63,12800
61,29600
53,9730
55,85000
55,49900
67,1200
68,9400
54,25500
49,26000
17,6280
24,7300
65,46600
63,14000
54,33600
76,19000
69,23500
57,29230
65,16700
75,13730
33,8300
16,10900
41,30300
86,66300
68,21300
42,29390
57,10300
57,27000
31,44000
46,4800
48,19300
45,2500
65,66000
69,19800
58,640
73,31300
18,7400
65,22400
30,20600
24,16700
76,52000
71,57500
68,4300
76,48900
65,5400
70,24000
84,63700
80,6700
74,39600
71,17600
53,56770
65,15940
39,61000
84,13200
55,29000
58,71300
37,54000
93,9800
77,25300
80,35060
80,45400
68,37300
67,46400
62,74100
56,59000
52,32460
53,11220
58,8200
53,17600
75,6200
36,37400
80,17600
60,54900
65,15300
24,47940
78,18300
74,13300
78,16800
49,62000
18,9700
46,88000
78,10100
82,6900
33,19100
53,16580
61,40000
73,18900
67,30300
47,39800
19,710
73,16700
74,22000
59,17030
55,11200
84,25700
43,17000
40,28700
45,48100
26,20800
31,730
21,700
80,8400
59,1270
54,63000
49,24400
75,18500
77,4500
25,1100
46,19250
23,800
70,16200
18,14200
37,10100
84,10200
52,14800
68,6600
31,100
65,28600
52,32300
81,56100
53,1100
59,22300
36,800
52,9000
68,10100
62,54200
35,6300
40,18700
69,77000
63,17200
33,6500
81,8900
44,43800
39,56120
51,47700
50,88100
47,30050
63,65140
64,35800
52,32500
51,36200
41,75000
67,10
38,730
68,20600
77,14600
64,32300
39,2300
71,23900
41,16200
29,25500
56,64000
59,24600
48,43100
34,37200
85,11600
24,11800
49,9200
48,17700
64,26400
51,15900
41,9400
31,28500
51,1200
67,29900
71,18200
76,26200
69,20030
93,1800
67,19000
93,18100
51,49800
15,4490
40,27000
36,100000
42,4320
61,10500
55,7000
52,2500
78,28700
74,24700
73,11700
67,37700
18,2830
34,25900
74,7500
81,18940
69,4900
27,34050
33,44000
26,39000
83,9000
62,16000
36,23100
65,42400
63,14300
74,24300
47,14690
85,17800
64,34300
55,16890
48,65150
27,14800
37,5500
30,1900
28,4800
47,32300
54,38000
40,44600
39,13980
26,33000
80,27200
43,18100
56,58500
43,6500
85,14600
83,11400
58,9490
62,26500
70,28300
64,4400
60,20500
79,13000
60,27900
53,35300
58,11000
67,4900
72,35400
71,2000
83,26000
23,42000
88,54600
83,19300
52,9900
73,31600
64,58570
58,7700
80,5800
63,20800
33,11400
81,14900
75,16700
93,9100
77,19400
40,96000
48,42000
55,23100
58,40200
78,32100
48,26500
32,48000
59,96000
57,18700
74,5200
57,71000
57,36300
51,58350
21,450
57,15720
76,31430
80,21300
32,300
81,32400
74,66900
65,25100
71,11300
86,16000
32,5200
27,31020
22,42700
55,3450
50,25000
82,37900
45,18500
23,8200
63,26300
41,24400
66,12300
66,60900
86,7300
69,3800
58,24600
51,15200
27,8500
69,52000
70,9100
36,21700
66,15900
69,18200
68,79100
83,17500
62,29140
71,26000
70,42020
72,13300
34,66800
45,19250
52,9100
62,34000
82,14100
71,9400
59,9010
44,39150
33,68010
29,16800
73,21000
40,39600
41,22800
75,9400
77,17900
50,95500
21,16700
81,64800
84,9100
58,61500
53,5800
30,26500
32,14400
28,140
81,6100
45,830
52,59000
25,9600
75,7000
68,18500
68,19500
80,21200
21,4800
85,20200
66,23800
52,46300
73,38300
73,7700
48,13040
73,7300
65,11200
63,20050
71,70000
82,18900
88,8700
42,4600
83,15100
40,39400
57,45900
58,86000
40,500
35,15150
66,45900
59,8000
25,33004
76,11604
71,4300
56,1460
61,1900
49,26900
63,17800
73,24300
20,1590
73,36900
73,9300
69,8600
81,4310
44,12800
71,18700
15,2000
55,38100
49,20500
41,53000
40,7300
28,14400
59,35900
53,65000
76,12200
81,2200
72,12030
69,21830
88,12700
66,29370
53,48000
29,6900
30,32050
78,16700
58,22400
26,2300
28,14900
69,24500
61,5800
18,530
48,10500
41,32800
45,43200
93,19900
35,17200
74,10900
74,36500
68,25000
32,6200
29,14900
63,1000
58,48500
77,29300
78,9600
38,21600
75,40900
70,13900
39,16300
76,5990
76,10800
80,42800
62,57530
58,7500
38,3600
75,34800
57,75200
34,2200
44,10300
45,54400
49,63000
60,47000
66,15000
81,16800
46,11300
32,15600
71,31700
50,37100
71,10210
81,3900
62,36800
63,6300
51,7500
71,52030
65,14400
61,11000
62,54500
61,56000
59,38220
63,9100
35,5200
83,10000
38,6900
82,5500
42,37000
68,27800
67,3800
66,18600
64,10500
56,810
70,38600
71,27900
64,5900
49,51500
49,34800
26,9500
85,23500
83,6300
35,69180
44,12100
48,45030
28,72400
59,26800
67,23200
47,12600
54,25300
63,37100
47,44400
67,75000
56,101200
62,42000
62,69500
78,10500
31,14400
23,15400
77,19500
54,14300
53,10700
39,70000
40,24300
56,9680
87,53200
48,190
51,17800
49,74500
30,11500
51,28900
71,29830
44,33400
40,870
19,15050
17,2040
35,44000
37,1200
70,20800
64,21280
57,25990
45,46300
17,5070
15,50
63,12700
65,19900
56,8800
66,11200
75,25800
75,29900
86,13730
48,8500
42,20
72,18000
82,17600
83,14600
57,25400
60,40500
55,3000
86,10800
59,69000
35,20600
89,10500
76,5300
61,10100
93,18000
86,19400
75,10300
27,43390
26,90
31,54000
75,33900
61,19400
41,29350
69,15900
69,42000
22,22500
70,20500
73,4
62,4
19,9900
80,49000
44,26300
55,56000
68,96400
36,26100
86,53200
64,13200
24,5070
24,7500
75,14100
63,3200
33,11000
63,49200
75,14200
75,26000
69,19700
69,17750
36,3800
77,45500
68,5300
48,56200
54,46900
75,12720
68,6800
83,38200
67,61200
63,60800
52,98500
52,4900
87,8900
44,14500
62,8810
32,7800
72,8900
62,54000
42,38000
66,16200
59,2200
21,18500
67,8500
70,5150
17,6100
87,13000
64,9100
31,7400
69,66300
28,24700
70,8500
64,58060
30,4030
17,8800
15,8800
43,34300
36,7200
18,14300
40,19970
41,17900
27,100
47,72000
78,25500
57,22000
48,7600
67,71700
64,240
83,16000
75,14000
41,18200
72,28500
93,64700
66,33200
76,6030
70,3200
73,11650
82,14200
38,13610
20,6600
69,27500
72,13800
72,25300
26,600
37,580
73,67700
29,43000
42,38300
60,53700
43,17500
52,15020
44,18900
40,21700
57,55000
79,11000
29,66000
29,17800
84,11200
27,39700
21,10100
15,630
39,4030
39,47900
50,64300
60,22400
40,4500
75,15300
47,41600
58,4020
73,64550
75,16200
79,32900
62,2500
71,42100
50,880
71,10320
65,6100
55,18600
57,35900
17,5400
77,24600
81,39600
77,16300
27,19050
93,8100
76,860
55,21400
39,4600
68,14460
65,23500
47,25800
68,67800
71,8900
79,49700
87,13700
23,21400
53,24200
22,3600
73,18600
25,28500
25,51000
60,25410
80,6900
36,14600
67,61000
86,21300
79,3700
46,16020
53,90004
34,420
68,23500
50,43010
57,16600
60,18500
38,46300
48,12300
18,780
62,57500
61,520
77,22200
20,16500
76,23000
49,29000
36,34000
45,21200
59,25200
47,23500
30,38040
30,3400
42,74280
79,25500
84,24400
77,25000
73,27000
76,11300
20,6510
58,31950
44,31400
38,700
16,380
66,17000
61,11600
56,33700
70,17500
43,21600
81,26600
81,44950
64,20700
77,6700
36,36300
77,94600
47,44440
45,42030
32,620
69,7300
63,13500
69,1880
37,84000
40,1200
68,2200
62,27900
75,9100
27,17740
53,15130
69,22310
33,2200
29,80000
69,21000
21,5950
69,10500
25,4000
39,31400
44,1200
70,6700
64,16800
57,29800
59,16100
78,17800
73,24900
28,31200
26,10500
63,16000
65,44700
26,7500
77,27700
75,21000
43,3100
49,18570
63,75000
56,26600
19,260
59,33000
34,13100
71,30300
72,4800
64,27200
68,15800
66,53000
64,11000
78,31500
67,28000
82,7600
55,45500
80,9000
74,13200
31,15220
35,15700
35,13800
67,9900
15,80
62,31600
28,17950
86,7800
77,2900
25,9200
68,26100
50,47500
81,27100
82,12500
77,2400
68,15300
65,10400
52,34700
81,27300
33,28600
81,22420
84,4700
49,65070
85,29800
71,12400
76,13300
28,6300
70,8700
74,3700
30,6900
19,14100
16,720
19,33000
24,8500
66,9900
84,9800
26,55000
60,14800
78,26400
73,13700
42,58000
81,51500
47,3450
82,10900
76,5540
39,6400
43,8300
56,11100
16,10600
70,6800
67,34320
55,3800
68,55800
72,31500
64,6800
67,3900
80,21400
86,5600
67,7100
49,30300
48,3000
59,14400
30,36000
76,14200
56,21000
77,8680
68,10600
37,15500
78,13100
79,5350
42,34100
16,204
76,25900
62,9200
61,18300
69,17600
17,4100
22,940
75,4800
74,17900
76,10300
80,4200
64,17410
61,69000
74,8700
76,3800
75,23200
66,7400
54,13400
38,99000
39,45000
58,52000
68,29800
82,59700
78,13420
16,13500
63,19000
58,25780
76,3300
38,11500
70,22000
34,47000
37,11140
28,26500
46,30700
45,36600
59,17500
48,10800
66,10800
35,20200
36,22600
68,16220
67,12900
70,35200
47,28500
79,12900
70,16500
78,30400
93,10200
64,99000
56,44000
62,70000
71,39500
35,5900
67,15000
62,17500
30,8400
82,15600
78,27200
81,12000
79,4200
47,17300
21,17500
66,21100
53,8300
46,18900
42,16200
35,1400
38,5900
37,1700
47,10230
53,17604
59,18180
40,43300
72,26300
51,18000
50,100000
19,6900
72,23900
76,20500
76,37000
62,32704
47,1700
59,45000
34,27590
57,350
27,24400
65,44100
69,26200
72,9300
44,33500
38,68300
35,13200
76,21000
76,4500
42,36800
36,25100
83,11200
41,22500
61,20020
69,18360
66,4970
38,14500
18,14000
35,12360
21,15300
21,4230
39,62000
72,13000
73,34800
74,43700
63,35000
60,10000
78,52400
78,7200
58,14850
54,9850
48,28100
78,27100
46,38500
47,34950
57,28200
53,2100
45,19200
64,6300
61,7500
36,3600
46,36500
44,23600
71,22500
68,29500
71,14650
76,12400
62,4820
59,26600
38,8300
39,11800
57,72000
56,48000
69,28000
61,14100
49,6990
24,19280
26,1600
57,20900
82,9800
79,20100
72,9400
69,12100
89,7400
74,52000
34,19600
72,6600
52,18700
24,6800
19,2900
64,12600
42,7400
80,13500
93,11700
80,34500
31,49000
65,15000
63,17000
45,36300
58,34020
47,71000
39,75100
37,61000
81,8800
75,60400
60,4700
35,80000
72,12800
61,1890
48,1700
26,3600
50,102000
41,57000
31,34300
55,26000
74,105600
38,12500
42,2500
62,14460
66,30000
47,9040
59,12300
56,15400
74,37500
50,29400
80,15900
62,7600
30,51000
39,16380
38,31700
47,2900
38,26100
69,31100
66,19400
59,70000
41,21000
57,7500
30,9200
86,17600
64,320
62,6950
15,2200
86,17000
55,6390
58,19000
31,49700
28,35600
60,61000
64,18700
76,26900
77,13500
51,21500
53,18590
45,27700
44,950
20,30
62,37500
63,20300
35,16900
65,31000
38,21000
58,30800
65,13500
57,53130
78,19000
35,3600
44,1600
61,12200
47,40900
33,17700
32,78000
85,8760
65,12100
67,21700
65,42100
52,80000
64,25300
57,20000
47,4000
58,6400
23,1300
57,12700
39,52000
37,50
58,36500
63,10700
86,11100
58,54000
71,11780
61,14020
46,930
40,10650
46,3100
82,3800
65,52700
70,2000
55,9200
64,26800
45,750
42,8000
86,8000
93,8000
77,8980
35,65000
33,38300
61,35000
19,3900
61,7200
79,22100
64,8300
66,61000
32,10820
75,19200
73,7600
41,2100
33,3900
62,66010
32,58000
74,25500
66,1600
63,4000
21,18400
19,7800
35,38900
61,79000
45,6300
21,26000
75,22400
60,32000
31,7300
82,8200
82,9900
63,44000
54,450
71,26980
67,14200
50,14500
41,55010
93,19000
54,3800
68,14600
77,24550
81,4730
21,6600
18,140
73,17400
69,15300
83,21800
65,37000
65,20100
53,3800
38,31000
46,30200
83,10820
86,19880
39,14950
53,62800
53,13110
66,23710
20,14100
82,6000
59,31600
80,14000
61,53080
54,2190
54,3700
31,1200
74,16200
44,13690
38,16800
61,33500
65,8800
84,26700
73,5700
68,23000
43,1300
43,32600
69,24010
67,17500
49,23900
51,36600
59,5300
51,26200
20,490
34,45100
43,61100
61,18590
38,70500
20,3800
24,44100
20,8500
44,11600
69,5000
61,64400
53,28000
73,8500
38,56000
84,11900
74,12400
82,10600
61,35320
60,13100
65,7400
47,65000
48,28800
52,5300
49,19500
53,34900
65,56200
16,7200
73,10000
47,1624
63,8800
36,5400
47,20500
27,16800
52,11400
55,87000
71,29300
80,30800
65,30700
62,30700
66,44300
37,30200
41,100400
30,2060
75,15400
48,18800
37,52060
41,39000
27,3100
88,1100
22,5200
76,30300
63,25800
41,75100
71,9500
35,7000
47,92100
53,29700
65,53500
70,41800
52,3800
67,11100
54,39400
54,14400
23,7900
19,5200
64,20100
73,15200
53,100000
65,17600
30,15600
29,6200
39,11200
74,13500
65,10600
58,39400
76,9300
42,51100
39,21804
56,27400
62,41150
40,36900
49,43060
27,13300
60,44100
54,11900
42,6700
34,3600
58,20800
65,17800
75,25400
72,11200
77,22630
48,15670
48,13000
33,13320
93,17300
83,4200
41,62000
40,3100
28,22400
62,5000
57,9200
42,7900
83,17200
59,18980
78,10800
63,63500
29,65000
66,15700
74,14700
69,23700
65,15600
63,17900
65,13700
34,8300
79,23000
74,9200
63,14680
60,14380
79,24800
72,18700
36,15500
69,26800
28,1300
33,20500
30,7500
56,31000
39,8200
35,26200
47,10800
46,7300
61,8300
71,22200
59,10700
44,12300
71,22000
23,44100
68,5600
80,29870
