Sales Time	Purchase Quantity (pcs)	Total Amount (CNY)	Payment Method	Refund Amount (CNY)	Product Details
2018-04-15 14:00	8	24.0	微信	0	可口可乐
2018-04-27 09:00	10	25.0	微信	0	可口可乐
2018-04-10 15:00	2	6.0	支付宝	0	可口可乐
2018-04-20 12:00	8	24.0	支付宝	0	雪碧
2018-04-15 04:00	4	10.0	支付宝	0	雪碧
2018-04-28 09:00	2	5.0	微信	0	可口可乐
2018-04-26 20:00	3	9.0	支付宝	0	可口可乐
2018-04-10 09:00	10	30.0	微信	0	雪碧
2018-04-02 08:00	3	7.5	微信	0	雪碧
2018-04-11 02:00	2	5.0	微信	0	雪碧
2018-04-13 16:00	10	30.0	微信	0	雪碧
2018-04-13 01:00	4	10.0	支付宝	0	可口可乐
2018-04-18 02:00	2	6.0	微信	0	雪碧
