support,itemsets
0.011086243689168792,frozenset({'POLYESTER FILLER PAD 45x45cm'})
0.014052984958101285,"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})"
0.015562379638786239,"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})"
0.011919013168167387,"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})"
0.038411492218810184,frozenset({'POSTAGE'})
0.0256597095716442,frozenset({'POTTERING IN THE SHED METAL SIGN'})
0.011086243689168792,frozenset({'POTTERING MUG'})
0.02591995003383126,frozenset({'POTTING SHED TEA MUG'})
0.014937802529537293,frozenset({'RECIPE BOX BLUE SKETCHBOOK DESIGN'})
0.025035132462395252,frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'})
0.012179253630354447,frozenset({'RECIPE BOX RETROSPOT '})
0.016239004840472596,frozenset({'RECIPE BOX WITH METAL HEART'})
0.03221776921875813,frozenset({'RECYCLING BAG RETROSPOT '})
0.0179565918909072,frozenset({'RED  HARMONICA IN BOX '})
0.023942122521209596,frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'})
0.014365273512725759,frozenset({'RED FLORAL FELTCRAFT SHOULDER BAG'})
0.029407172227137877,frozenset({'RED GINGHAM ROSE JEWELLERY BOX'})
0.051735803882787694,frozenset({'RED HANGING HEART T-LIGHT HOLDER'})
0.018425024722843908,frozenset({'RED KITCHEN SCALES'})
0.012543590277416333,frozenset({'RED RETROSPOT BUTTER DISH'})
0.031228855462447302,frozenset({'RED RETROSPOT CAKE STAND'})
0.016655389579971893,frozenset({'RED RETROSPOT PICNIC BAG'})
0.021027429344714518,frozenset({'RED RETROSPOT SMALL MILK JUG'})
0.010357570395045021,frozenset({'RED RETROSPOT STORAGE JAR'})
0.014261177327850934,frozenset({'RED RETROSPOT SUGAR JAM BOWL'})
0.020506948420340395,frozenset({'RED RETROSPOT TRADITIONAL TEAPOT '})
0.01535418726903659,frozenset({'RED SPOT CERAMIC DRAWER KNOB'})
0.02133971789933899,frozenset({'RED SPOT HEART HOT WATER BOTTLE'})
0.018789361369905794,frozenset({'RED SPOTS  WRAP '})
0.020298756050590745,frozenset({'RED SPOTTY BISCUIT TIN'})
0.0179565918909072,frozenset({'RED SPOTTY BOWL'})
0.030552230260760944,frozenset({'RED SPOTTY CHARLOTTE BAG'})
0.014105033050538698,frozenset({'RED SPOTTY CHILDS APRON'})
0.011086243689168792,frozenset({'RED SPOTTY CHILDS UMBRELLA'})
0.01873731327746838,frozenset({'RED SPOTTY CUP'})
0.01295997501691563,frozenset({'RED SPOTTY OVEN GLOVE '})
0.015250091084161765,frozenset({'RED SPOTTY PEG BAG'})
0.012855878832040805,frozenset({'RED SPOTTY PLATE '})
0.021756102638838287,frozenset({'RED SPOTTY ROUND CAKE TINS'})
0.02066309269765263,frozenset({'RED SPOTTY SHOPPER BAG'})
0.014833706344662467,frozenset({'RED STRIPE CERAMIC DRAWER KNOB'})
0.028262114193514806,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'})
0.015666475823661062,frozenset({'RED WHITE SCARF  HOT WATER BOTTLE'})
0.037006193723000055,frozenset({'RED WOOLLY HOTTIE WHITE HEART.'})
0.013012023109353042,frozenset({'RED/WHITE DOT MINI CASES'})
0.01941393847915474,frozenset({'RED/WHITE DOTS RUFFLED UMBRELLA'})
0.08780513194191433,frozenset({'REGENCY CAKESTAND 3 TIER'})
0.013428407848852339,frozenset({'RETRO COFFEE MUGS ASSORTED'})
0.017592255243845313,frozenset({'RETRO RED SPOTTY WASHING UP GLOVES'})
0.011346484151355854,frozenset({'RETRO SPORT PARTY BAG + STICKER SET'})
0.01535418726903659,frozenset({'RETRO SPOT CAKE STAND'})
0.0235257377817103,frozenset({'RETRO SPOT LARGE MILK JUG'})
0.012647686462291157,frozenset({'RETRO SPOT SMALL MILK JUG'})
0.03601727996668922,frozenset({'RETRO SPOT TEA SET CERAMIC 11 PC '})
0.01150262842866809,frozenset({'RETRO SPOT TRADITIONAL TEAPOT '})
0.01316816738666528,frozenset({'RETROSPOT CHILDRENS APRON'})
0.017123822411908605,frozenset({'RETROSPOT HEART HOT WATER BOTTLE'})
0.01701972622703378,frozenset({'RETROSPOT TEA SET CERAMIC 11 PC '})
0.05418206422734607,frozenset({'REX CASH+CARRY JUMBO SHOPPER'})
0.010982147504293967,frozenset({'RIBBON REEL CHRISTMAS PRESENT '})
0.010357570395045021,frozenset({'RIBBON REEL CHRISTMAS SOCK BAUBLE'})
0.016707437672409307,frozenset({'RIBBON REEL HEARTS DESIGN '})
0.012907926924478218,frozenset({'RIBBON REEL LACE DESIGN '})
0.010149378025295372,frozenset({'RIBBON REEL SNOWY VILLAGE'})
0.01269973455472857,frozenset({'RIBBON REEL SPOTS DESIGN '})
0.026284286680893144,frozenset({'RIBBON REEL STRIPES DESIGN '})
0.011658772705980326,frozenset({'ROBOT BIRTHDAY CARD'})
0.011294436058918441,frozenset({'ROCKING HORSE RED CHRISTMAS '})
0.013584552126164577,frozenset({'ROMANTIC PINKS RIBBONS '})
0.01202310935304221,frozenset({'ROSE CARAVAN DOORSTOP'})
0.015250091084161765,frozenset({'ROSES REGENCY TEACUP AND SAUCER '})
0.01269973455472857,frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR'})
0.013948888773226462,frozenset({'ROUND CONTAINER SET OF 5 RETROSPOT'})
0.02836621037838963,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '})
0.016186956748035185,frozenset({'ROUND SNACK BOXES SET OF 4 SKULLS'})
0.029563316504450113,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '})
0.013064071201790454,frozenset({'S/6 WOODEN SKITTLES IN COTTON BAG'})
0.010721907042106908,frozenset({'SANDWICH BATH SPONGE'})
0.01150262842866809,frozenset({'SAVE THE PLANET COTTON TOTE BAG'})
0.018320928537969083,frozenset({'SAVE THE PLANET MUG'})
0.019153698016967678,frozenset({'SCANDINAVIAN REDS RIBBONS'})
0.045021599958361525,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'})
0.012179253630354447,frozenset({'SET 10 LIGHTS NIGHT OWL'})
0.010409618487482434,frozenset({'SET 12 KIDS  WHITE CHALK STICKS'})
0.01634310102534742,frozenset({'SET 12 KIDS COLOUR  CHALK STICKS'})
0.015614427731223651,frozenset({'SET 12 RETRO WHITE CHALK STICKS'})
0.012439494092541508,"frozenset({'SET 3 RED SPOT TIN TEA,COFFEE,SUGAR'})"
0.016655389579971893,frozenset({'SET 7 BABUSHKA NESTING BOXES'})
0.012127205537917036,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'})
0.02305730494977359,frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'})
0.01701972622703378,frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'})
0.011814916983292562,frozenset({'SET OF 3 CASES WOODLAND DESIGN'})
0.010461666579919846,frozenset({'SET OF 3 COLOURED  FLYING DUCKS'})
0.022953208764898765,frozenset({'SET OF 3 HEART COOKIE CUTTERS'})
0.017175870504346016,frozenset({'SET OF 3 NOTEBOOKS IN PARCEL'})
0.017175870504346016,frozenset({'SET OF 36 PAISLEY FLOWER DOILIES'})
0.02113152552958934,frozenset({'SET OF 36 TEATIME PAPER DOILIES'})
0.014105033050538698,frozenset({'SET OF 6 RIBBONS VINTAGE CHRISTMAS'})
0.01295997501691563,frozenset({'SET OF 6 SOLDIER SKITTLES'})
0.016603341487534482,frozenset({'SET OF 72 PINK HEART PAPER DOILIES'})
0.023369593504398063,frozenset({'SET OF 72 RETRO SPOT PAPER  DOILIES'})
0.012595638369853744,frozenset({'SET OF 9 HEART SHAPED BALLOONS'})
0.011554676521105502,frozenset({'SET OF THREE VINTAGE GIFT WRAPS'})
0.015926716285848123,frozenset({'SET/10 BLUE SPOTTY PARTY CANDLES'})
0.018893457554780616,frozenset({'SET/10 PINK SPOTTY PARTY CANDLES'})
0.018216832353094257,frozenset({'SET/10 RED SPOTTY PARTY CANDLES'})
0.01701972622703378,frozenset({'SET/2 RED SPOTTY TEA TOWELS '})
0.010045281840420549,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '})
0.04064956019361891,frozenset({'SET/20 RED SPOTTY PAPER NAPKINS '})
0.017644303336282724,frozenset({'SET/20 STRAWBERRY PAPER NAPKINS '})
0.014261177327850934,frozenset({'SET/3 RED GINGHAM ROSE STORAGE BOX'})
0.015666475823661062,frozenset({'SET/3 RUSSIAN DOLL STACKING TINS'})
0.010357570395045021,frozenset({'SET/4 BLUE FLOWER CANDLES IN BOWL'})
0.013792744495914225,frozenset({'SET/5 RED RETROSPOT LID GLASS BOWLS'})
0.04090980065580596,frozenset({'SET/5 RED SPOTTY LID GLASS BOWLS'})
0.014261177327850934,frozenset({'SET/6 PINK  BUTTERFLY T-LIGHTS'})
0.018112736168219436,frozenset({'SET/6 RED SPOTTY PAPER CUPS'})
0.019882371311091447,frozenset({'SET/6 RED SPOTTY PAPER PLATES'})
0.011606724613542913,frozenset({'SET/6 TURQUOISE BUTTERFLY T-LIGHTS'})
0.01962213084890439,frozenset({'SILVER HANGING T-LIGHT HOLDER'})
0.025867901941393847,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'})
0.012127205537917036,frozenset({'SKULL LUNCH BOX WITH CUTLERY '})
0.010669858949669495,frozenset({'SKULL SHOULDER BAG'})
0.013480455941289752,frozenset({'SKULLS  WATER TRANSFER TATTOOS '})
0.010878051319419144,frozenset({'SKULLS PARTY BAG + STICKER SET'})
0.010253474210170197,frozenset({'SKULLS WRITING SET '})
0.01322021547910269,frozenset({'SLATE TILE NATURAL HANGING'})
0.01972622703377921,frozenset({'SMALL GLASS HEART TRINKET POT'})
0.011242387966481028,frozenset({'SMALL HEART FLOWERS HOOK '})
0.01707177431947119,frozenset({'SMALL HEART MEASURING SPOONS'})
0.03528860667256545,frozenset({'SMALL POPCORN HOLDER'})
0.01103419559673138,frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '})
0.010045281840420549,frozenset({'SMALL RED BABUSHKA NOTEBOOK '})
0.022172487378337585,frozenset({'SPACEBOY BIRTHDAY CARD'})
0.01249154218497892,frozenset({'SPACEBOY GIFT WRAP'})
0.02212043928590017,frozenset({'SPACEBOY LUNCH BOX '})
0.015458283453911413,frozenset({'STRAWBERRY   PICNIC BAG'})
0.01030552230260761,frozenset({'STRAWBERRY BATH SPONGE '})
0.06948420340394525,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'})
0.026284286680893144,frozenset({'STRAWBERRY CHARLOTTE BAG'})
0.013272263571540103,frozenset({'STRAWBERRY FAIRY CAKE TEAPOT'})
0.019986467495966272,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'})
0.014313225420288346,frozenset({'STRAWBERRY SHOPPER BAG'})
0.013272263571540103,frozenset({'SUKI  SHOULDER BAG'})
0.019049601832092852,frozenset({'SWALLOWS GREETING CARD'})
0.042054858689429035,frozenset({'SWEETHEART CERAMIC TRINKET BOX'})
0.018268880445531672,frozenset({'SWEETHEART KEY CABINET'})
0.017540207151407902,frozenset({'TEA BAG PLATE RED SPOTTY '})
0.019830323218654036,frozenset({'TEA PARTY BIRTHDAY CARD'})
0.024202362983396657,frozenset({'TEA TIME CAKE STAND IN GIFT BOX'})
0.010097329932857961,frozenset({'TEA TIME DES TEA COSY'})
0.010930099411856556,frozenset({'TEA TIME KITCHEN APRON'})
0.019882371311091447,frozenset({'TEA TIME OVEN GLOVE'})
0.018112736168219436,frozenset({'TEA TIME PARTY BUNTING'})
0.02113152552958934,frozenset({'TEA TIME TEA TOWELS '})
0.010773955134544318,frozenset({'TOADSTOOL MONEY BOX'})
0.022588872117836882,frozenset({'TOILET METAL SIGN'})
0.02133971789933899,frozenset({'TOY TIDY PINK RETROSPOT  '})
0.01873731327746838,frozenset({'TOY TIDY SPACEBOY  '})
0.016759485764846718,frozenset({'TRADITIONAL CHRISTMAS RIBBONS'})
0.011086243689168792,frozenset({'TRADITIONAL KNITTING NANCY'})
0.017436110966533077,frozenset({'TRADITIONAL MODELLING CLAY'})
0.016707437672409307,frozenset({'TRADITIONAL WOODEN CATCH CUP GAME '})
0.017644303336282724,frozenset({'TRADITIONAL WOODEN SKIPPING ROPE'})
0.0179565918909072,frozenset({'TRAVEL SEWING KIT'})
0.010149378025295372,frozenset({'UNION JACK FLAG LUGGAGE TAG'})
0.011606724613542913,frozenset({'VICTORIAN  METAL POSTCARD SPRING'})
0.033258731067506375,frozenset({'VICTORIAN GLASS HANGING T-LIGHT'})
0.013272263571540103,frozenset({'VICTORIAN SEWING BOX LARGE'})
0.011242387966481028,frozenset({'VICTORIAN SEWING BOX MEDIUM'})
0.017384062874095666,frozenset({'VICTORIAN SEWING BOX SMALL '})
0.011866965075729975,frozenset({'VINTAGE BILLBOARD DRINK ME MUG'})
0.01639514911778483,frozenset({'VINTAGE CREAM 3 BASKET CAKE STAND'})
0.03076042263051059,frozenset({'VINTAGE HEADS AND TAILS CARD GAME '})
0.013948888773226462,frozenset({'VINTAGE KID DOLLY CARD '})
0.018633217092593555,frozenset({'VINTAGE SNAKES & LADDERS'})
0.04090980065580596,frozenset({'VINTAGE SNAP CARDS'})
0.03861968458855983,frozenset({'VINTAGE UNION JACK BUNTING'})
0.024098266798521836,frozenset({'VINTAGE UNION JACK CUSHION COVER'})
0.014209129235413523,frozenset({'VINTAGE UNION JACK DOORSTOP'})
0.016134908655597774,frozenset({'VINTAGE UNION JACK MEMOBOARD'})
0.012751782647165982,frozenset({'WASH BAG VINTAGE ROSE PAISLEY'})
0.019361890386717328,frozenset({'WASHROOM METAL SIGN'})
0.01176286889085515,frozenset({'WATERING CAN BLUE ELEPHANT'})
0.010357570395045021,frozenset({'WATERING CAN PINK BUNNY'})
0.014573465882475408,frozenset({'WEEKEND BAG VINTAGE ROSE PAISLEY'})
0.010357570395045021,frozenset({'WHITE BEADED GARLAND STRING 20LIGHT'})
0.014261177327850934,frozenset({'WHITE DOVE HONEYCOMB PAPER GARLAND'})
0.15723728725342218,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'})
0.011658772705980326,frozenset({'WHITE JEWELLED HEART DECORATION'})
0.010149378025295372,frozenset({'WHITE LOVEBIRD LANTERN'})
0.01941393847915474,frozenset({'WHITE METAL LANTERN'})
0.021756102638838287,frozenset({'WHITE SKULL HOT WATER BOTTLE '})
0.015458283453911413,frozenset({'WHITE SPOT BLUE CERAMIC DRAWER KNOB'})
0.016863581949721543,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'})
0.010253474210170197,frozenset({'WHITE TISSUE REAM'})
0.013896840680789049,frozenset({'WHITE WIRE EGG HOLDER'})
0.022536824025399468,frozenset({'WHITE WOOD GARDEN PLANT LADDER'})
0.023369593504398063,frozenset({'WICKER STAR '})
0.03023994170613647,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'})
0.024410555353146308,frozenset({'WOOD BLACK BOARD ANT WHITE FINISH'})
0.03455993337844168,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'})
0.01696767813459637,frozenset({'WOODEN BOX ADVENT CALENDAR '})
0.022953208764898765,frozenset({'WOODEN BOX OF DOMINOES'})
0.016239004840472596,frozenset({'WOODEN CROQUET GARDEN SET'})
0.05251652526934888,frozenset({'WOODEN FRAME ANTIQUE WHITE '})
0.01634310102534742,frozenset({'WOODEN HAPPY BIRTHDAY GARLAND'})
0.014521417790037995,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'})
0.04257533961380315,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'})
0.010357570395045021,frozenset({'WOODEN REGATTA BUNTING'})
0.01800863998334461,frozenset({'WOODEN ROUNDERS GARDEN SET '})
0.02373393015145995,frozenset({'WOODEN SCHOOL COLOURING SET'})
0.010773955134544318,frozenset({'WOODEN SKITTLES GARDEN SET'})
0.012543590277416333,frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'})
0.010097329932857961,frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'})
0.01774839952115755,frozenset({'WOODEN UNION JACK BUNTING'})
0.028262114193514806,frozenset({'WOODLAND CHARLOTTE BAG'})
0.010357570395045021,frozenset({'WOODLAND DESIGN  COTTON TOTE BAG'})
0.010878051319419144,frozenset({'WOODLAND PARTY BAG + STICKER SET'})
0.02399417061364701,frozenset({'WORLD WAR 2 GLIDERS ASSTD DESIGNS'})
0.010045281840420549,frozenset({'WRAP ENGLISH ROSE '})
0.01322021547910269,frozenset({'WRAP PINK FAIRY CAKES '})
0.01535418726903659,"frozenset({""YOU'RE CONFUSING ME METAL SIGN ""})"
0.010721907042106908,frozenset({'ZINC FOLKART SLEIGH BELLS'})
0.04111799302555561,frozenset({'ZINC METAL HEART DECORATION'})
0.013584552126164577,frozenset({'ZINC WILLIE WINKIE  CANDLE STICK'})
0.018789361369905794,"frozenset({'60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
0.018581169000156144,"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
0.010617810857232082,"frozenset({'PACK OF 60 MUSHROOM CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
0.024358507260708893,"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
0.012855878832040805,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})"
0.024878988185083016,"frozenset({'PACK OF 72 RETRO SPOT CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
0.015041898714412116,"frozenset({'PACK OF 72 SKULL CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
0.011450580336230677,"frozenset({'SET OF 36 TEATIME PAPER DOILIES', '60 TEATIME FAIRY CAKE CASES'})"
0.011606724613542913,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'STRAWBERRY CERAMIC TRINKET BOX'})"
0.014781658252225056,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.012647686462291157,"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
0.015406235361474003,"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
0.014833706344662467,"frozenset({'PACK OF 72 RETRO SPOT CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
0.010461666579919846,"frozenset({'PACK OF 72 SKULL CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
0.010461666579919846,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})"
0.011294436058918441,"frozenset({'HOME BUILDING BLOCK WORD', 'ASSORTED COLOUR BIRD ORNAMENT'})"
0.014469369697600582,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'PAINTED METAL PEARS ASSORTED'})"
0.020298756050590745,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.012127205537917036,"frozenset({'BAKING SET 9 PIECE RETROSPOT ', 'BAKING SET SPACEBOY DESIGN'})"
0.011086243689168792,"frozenset({'RETRO SPOT TEA SET CERAMIC 11 PC ', 'BAKING SET 9 PIECE RETROSPOT '})"
0.013636600218601988,"frozenset({'KITCHEN METAL SIGN', 'BATHROOM METAL SIGN'})"
0.017488159058970488,"frozenset({'TOILET METAL SIGN', 'BATHROOM METAL SIGN'})"
0.011086243689168792,"frozenset({'BLUE  SPOTTY CUP', 'PINK  SPOTTY CUP'})"
0.010149378025295372,"frozenset({'RED SPOTTY CUP', 'BLUE  SPOTTY CUP'})"
0.01488575443709988,"frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET', 'BLUE 3 PIECE MINI DOTS CUTLERY SET'})"
0.01535418726903659,"frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET', 'BLUE 3 PIECE MINI DOTS CUTLERY SET'})"
0.010097329932857961,"frozenset({'CHILDS GARDEN TROWEL BLUE ', 'CHILDS GARDEN TROWEL PINK'})"
0.010826003226981731,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE I AM SO POORLY'})"
0.020090563680841098,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'CHOCOLATE HOT WATER BOTTLE'})"
0.013948888773226462,"frozenset({'SCOTTIE DOG HOT WATER BOTTLE', 'CHOCOLATE HOT WATER BOTTLE'})"
0.010149378025295372,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.01030552230260761,"frozenset({'CHOCOLATE THIS WAY METAL SIGN', 'HAND OVER THE CHOCOLATE   SIGN '})"
0.010982147504293967,"frozenset({'COFFEE MUG CAT + BIRD DESIGN', 'COFFEE MUG DOG + BALL DESIGN'})"
0.016186956748035185,"frozenset({'COOK WITH WINE METAL SIGN ', 'GIN + TONIC DIET METAL SIGN'})"
0.012751782647165982,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'COOK WITH WINE METAL SIGN '})"
0.012907926924478218,"frozenset({'COOK WITH WINE METAL SIGN ', 'PLEASE ONE PERSON METAL SIGN'})"
0.010930099411856556,"frozenset({'COOK WITH WINE METAL SIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.011919013168167387,"frozenset({'CREAM CUPID HEARTS COAT HANGER', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.016759485764846718,"frozenset({'CREAM HEART CARD HOLDER', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.013376359756414928,"frozenset({'DOLLY GIRL LUNCH BOX', 'SPACEBOY LUNCH BOX '})"
0.013740696403476813,"frozenset({'EDWARDIAN PARASOL NATURAL', 'EDWARDIAN PARASOL BLACK'})"
0.013428407848852339,"frozenset({'EDWARDIAN PARASOL BLACK', 'EDWARDIAN PARASOL RED'})"
0.010253474210170197,"frozenset({'EDWARDIAN PARASOL NATURAL', 'EDWARDIAN PARASOL RED'})"
0.014833706344662467,"frozenset({'FELTCRAFT 6 FLOWER FRIENDS', 'FELTCRAFT BUTTERFLY HEARTS'})"
0.010461666579919846,"frozenset({'PINK CREAM FELT CRAFT TRINKET BOX ', 'FELTCRAFT 6 FLOWER FRIENDS'})"
0.012751782647165982,"frozenset({'FELTCRAFT CUSHION OWL', 'FELTCRAFT CUSHION BUTTERFLY'})"
0.013792744495914225,"frozenset({'FELTCRAFT CUSHION BUTTERFLY', 'FELTCRAFT CUSHION RABBIT'})"
0.012387446000104095,"frozenset({'FELTCRAFT CUSHION OWL', 'FELTCRAFT CUSHION RABBIT'})"
0.010149378025295372,"frozenset({'FELTCRAFT DOLL EMILY', 'FELTCRAFT DOLL MOLLY'})"
0.010878051319419144,"frozenset({'FELTCRAFT DOLL EMILY', 'FELTCRAFT DOLL ROSIE'})"
0.011606724613542913,"frozenset({'FELTCRAFT DOLL MOLLY', 'FELTCRAFT DOLL ROSIE'})"
0.014313225420288346,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'GIN + TONIC DIET METAL SIGN'})"
0.011450580336230677,"frozenset({'NO SINGING METAL SIGN', 'GIN + TONIC DIET METAL SIGN'})"
0.013532504033727164,"frozenset({'GIN + TONIC DIET METAL SIGN', 'PLEASE ONE PERSON METAL SIGN'})"
0.01269973455472857,"frozenset({'GIN + TONIC DIET METAL SIGN', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.011190339874043616,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
0.012803830739603393,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'NO SINGING METAL SIGN'})"
0.01176286889085515,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'PLEASE ONE PERSON METAL SIGN'})"
0.012751782647165982,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.015198042991724354,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER BIRD DESIGN'})"
0.01322021547910269,"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BIRD DESIGN'})"
0.010721907042106908,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER RED RETROSPOT'})"
0.015562379638786239,"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})"
0.010878051319419144,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER UNION JACK'})"
0.010097329932857961,"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER RED RETROSPOT'})"
0.010357570395045021,"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK'})"
0.015302139176599177,"frozenset({'HANGING HEART ZINC T-LIGHT HOLDER', 'SINGLE HEART ZINC T-LIGHT HOLDER'})"
0.01316816738666528,"frozenset({'HANGING HEART ZINC T-LIGHT HOLDER', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.010409618487482434,"frozenset({'HEART FILIGREE DOVE  SMALL', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.010097329932857961,"frozenset({'HEART FILIGREE DOVE LARGE', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.011606724613542913,"frozenset({'HEART IVORY TRELLIS LARGE', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.025555613386769375,"frozenset({'HEART OF WICKER LARGE', 'HEART OF WICKER SMALL'})"
0.019778275126216625,"frozenset({'HEART OF WICKER LARGE', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.012283349815229272,"frozenset({'HEART OF WICKER LARGE', 'WICKER STAR '})"
0.016499245302659657,"frozenset({'HEART OF WICKER SMALL', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.027169104252329154,"frozenset({'HOME BUILDING BLOCK WORD', 'LOVE BUILDING BLOCK WORD'})"
0.02035080414302816,"frozenset({'HOME BUILDING BLOCK WORD', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
0.010097329932857961,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'RED WOOLLY HOTTIE WHITE HEART.'})"
0.012283349815229272,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'SCOTTIE DOG HOT WATER BOTTLE'})"
0.01030552230260761,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
0.010045281840420549,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK WITH WHITE SPOTS'})"
0.014677562067350231,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})"
0.011606724613542913,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG SCANDINAVIAN PAISLEY'})"
0.015770572008535887,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG STRAWBERRY'})"
0.012595638369853744,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
0.015093946806849529,"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})"
0.013116119294227867,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG OWLS'})"
0.010201426117732785,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG RED RETROSPOT'})"
0.015978764378285534,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG SCANDINAVIAN PAISLEY'})"
