Sales Time,Purchase Quantity (pcs),Total Amount (CNY),Payment Method,Refund Amount (CNY),Product Details
2018-04-24 19:00:00,3.0,9.0,支付宝,0.0,雪碧
2018-04-24 21:00:00,1.0,3.0,微信,0.0,雪碧
2018-04-24 22:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-25 01:00:00,4.0,12.0,支付宝,0.0,可口可乐
2018-04-25 01:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-25 06:00:00,2.0,6.0,微信,0.0,雪碧
2018-04-25 10:00:00,1.0,3.0,微信,0.0,雪碧
2018-04-25 10:00:00,7.0,17.5,微信,0.0,可口可乐
2018-04-25 11:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-25 13:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-25 15:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-25 15:00:00,2.0,5.0,支付宝,0.0,雪碧
2018-04-25 16:00:00,3.0,7.5,支付宝,0.0,可口可乐
2018-04-25 17:00:00,4.0,10.0,支付宝,0.0,可口可乐
2018-04-25 18:00:00,7.0,17.5,微信,0.0,可口可乐
2018-04-25 21:00:00,1.0,2.5,支付宝,0.0,雪碧
2018-04-25 23:00:00,2.0,6.0,支付宝,0.0,可口可乐
2018-04-25 23:00:00,1.0,2.5,微信,0.0,可口可乐
2018-04-25 23:00:00,7.0,21.0,支付宝,0.0,可口可乐
2018-04-26 06:00:00,8.0,20.0,微信,0.0,可口可乐
2018-04-26 06:00:00,3.0,7.5,微信,0.0,可口可乐
2018-04-26 07:00:00,3.0,7.5,支付宝,0.0,雪碧
2018-04-26 08:00:00,9.0,27.0,微信,0.0,可口可乐
2018-04-26 12:00:00,2.0,6.0,支付宝,0.0,可口可乐
2018-04-26 12:00:00,7.0,17.5,支付宝,0.0,雪碧
2018-04-26 13:00:00,2.0,5.0,支付宝,0.0,可口可乐
2018-04-26 13:00:00,8.0,20.0,支付宝,0.0,雪碧
2018-04-26 14:00:00,2.0,5.0,支付宝,0.0,雪碧
2018-04-26 17:00:00,5.0,12.5,微信,0.0,雪碧
2018-04-26 17:00:00,4.0,10.0,微信,0.0,可口可乐
2018-04-26 18:00:00,7.0,21.0,微信,0.0,可口可乐
2018-04-26 18:00:00,7.0,21.0,微信,0.0,雪碧
2018-04-26 19:00:00,10.0,30.0,支付宝,0.0,可口可乐
2018-04-26 20:00:00,10.0,30.0,支付宝,0.0,雪碧
2018-04-26 20:00:00,3.0,9.0,支付宝,0.0,可口可乐
2018-04-26 22:00:00,1.0,2.5,支付宝,0.0,可口可乐
2018-04-27 01:00:00,9.0,22.5,支付宝,0.0,可口可乐
2018-04-27 02:00:00,9.0,27.0,微信,0.0,可口可乐
2018-04-27 04:00:00,2.0,6.0,微信,0.0,雪碧
2018-04-27 05:00:00,6.0,18.0,微信,0.0,可口可乐
2018-04-27 05:00:00,6.0,18.0,支付宝,0.0,雪碧
2018-04-27 08:00:00,6.0,15.0,微信,0.0,雪碧
2018-04-27 09:00:00,4.0,12.0,微信,0.0,雪碧
2018-04-27 09:00:00,10.0,25.0,微信,0.0,可口可乐
2018-04-27 11:00:00,5.0,15.0,支付宝,0.0,雪碧
